Depmap ID,Expression Public 23Q4,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-001641,6.018367115543116,SAT,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001642,0.5160151470036647,SCC3,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001645,5.62702310555406,SEKI,Melanoma,Skin,Melanoma
ACH-001647,5.02768487693716,SHI1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001648,3.805292455600712,SHMAC4,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001649,5.279099802133753,SHMAC5,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001650,4.566206293465506,SISO,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001651,5.068240861312821,SKGI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001652,5.1969217338203295,SKGII,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001653,5.36562255611334,SKGT2,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001654,2.82781902461732,SKGT4,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001655,5.842476062993939,SKN,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal
ACH-001656,5.127633279725874,SKNO1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001664,5.779785005301132,SNU638,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001668,5.258518924711301,SUSA,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001669,6.093813673402728,TANOUE,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001670,6.619119511453218,TASK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001672,5.954196310386875,TERA2,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001673,2.702657543390911,TFK1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001674,6.186460940035483,TGW,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001677,6.86195536414487,U2904,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001679,6.490088723943468,U2973,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001685,6.6293566200796095,UHO1,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-001687,3.339137384919585,UMRC3,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001688,4.345538310070007,UMRC7,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001690,5.693765712217783,UPCISCC026,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001691,6.11332544304199,UPCISCC029A,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001692,5.66760832567372,UPCISCC040,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001693,6.191009848587294,UPCISCC072,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001694,5.654779216959517,UPCISCC074,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001696,4.535430914871279,UPCISCC111,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001698,4.090853430451113,UPCISCC116,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001699,3.553360503335328,UPCISCC131,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001701,2.718087583960517,UPCISCC200,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001702,5.394376944957055,VAESBJ,Epithelioid Sarcoma,Soft Tissue,Epithelioid Sarcoma
ACH-001703,5.624393382219767,VAL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001705,5.737416365937063,VP267,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001707,5.034743949324734,WAOSEL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001709,4.920293300211007,WSUNHL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001711,6.176322772640463,PFSK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001712,4.693208148910016,HS860T,Osteosarcoma,Bone,Osteosarcoma
ACH-001715,0.2387868595871164,CAL72,Osteosarcoma,Bone,Osteosarcoma
ACH-001716,6.581652530461277,GOTO,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001719,3.097610796626422,OCIC4P,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001735,5.89287670006069,SEMK2,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001736,5.664482840364682,HB1119,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001737,6.759155833800272,CTV1DM,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001740,3.333423733725192,RH28,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001743,5.087462841250339,RC2,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001745,4.24031432933371,RHJT,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001750,6.110196177754199,TTC442,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001751,5.2712762591759255,RH36,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001765,2.7420062108667365,RH4,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001786,4.899659026377443,SNU1544,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001791,4.745237332129749,LPS6,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001793,5.891905188211931,LPS27,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001794,5.259649120649155,93T449,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001795,6.142413437873741,94T778,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001796,4.888499735514123,95T1000,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001799,6.17672169288105,LPS141,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001802,5.228433920513366,LPS853,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001804,3.679198570566922,LPS510,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001807,5.083638879250706,LPS067,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001814,0.765534746362977,OS252,Osteosarcoma,Bone,Osteosarcoma
ACH-001818,4.726831217032493,C396,Osteosarcoma,Bone,Osteosarcoma
ACH-001819,6.324810603420484,MFM223,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001820,2.963474123974886,COLO824,"Breast Neoplasm, NOS",Breast,"Breast Neoplasm, NOS"
ACH-001834,4.906409617094015,ICC10,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001835,5.256255873202732,ICC106,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001836,4.389566811762726,ICC108,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001838,5.400196342026577,ICC12,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001839,5.170325694415555,ICC137,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001841,5.76659516172927,ICC15,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001842,5.389222616355895,ICC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001843,6.164102412481752,ICC3,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001844,5.371907297595154,ICC4,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001845,5.270528942380718,ICC5,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001846,6.030336078370959,ICC6,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001847,5.960001932068081,ICC7,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001848,4.854993016757,ICC8,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001849,4.2645364309990255,ICC9,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001850,6.813011548605618,G415,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001852,6.099084760891864,HKGZCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001853,5.236109889889632,KMCH1,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Liver,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma
ACH-001854,6.895787316463311,MMNK1,Non-Cancerous,Biliary Tract,Non-Cancerous
ACH-001855,4.633431210355632,OZ,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001856,5.506843098969815,RBE,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001857,4.494415610397496,SG231,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001858,6.405652061280371,SSP25,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001861,2.805292455600712,TGBC1TKB,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001862,0.8399595874895318,TGBC52TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma
ACH-001863,2.718087583960517,TKKK,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001864,5.4329594072761065,YSCCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001959,2.4329594072761065,CCLP1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001960,5.643567621908798,CCSW1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001961,5.465648025982281,GB2,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001970,4.024142345897803,MM253,Melanoma,Skin,Melanoma
ACH-001971,4.661065479806948,MM466,Melanoma,Skin,Melanoma
ACH-001973,2.8439838440483265,MM485,Melanoma,Skin,Melanoma
ACH-001975,4.482848283068465,MM576,Melanoma,Skin,Melanoma
ACH-001977,6.741736623826638,NO36,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001982,4.302319050948834,NZM3,Melanoma,Skin,Melanoma
ACH-001986,4.084914659767938,NZM42,Melanoma,Skin,Melanoma
ACH-001990,6.09950561709114,NZM7,Melanoma,Skin,Melanoma
ACH-001991,4.856487779495678,NZOV9,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001992,5.438292851579147,ONE58,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001993,4.808385050656093,NALM16,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001997,3.368768349090334,ECC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001999,4.148934104526339,9505BIK,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002001,5.343763122149601,A375SKINCJ1,Melanoma,Skin,Melanoma
ACH-002002,4.592756010441026,A375SKINCJ2,Melanoma,Skin,Melanoma
ACH-002003,4.766065051474954,A375SKINCJ3,Melanoma,Skin,Melanoma
ACH-002004,5.269407240854037,UACC62SKINCJ1,Melanoma,Skin,Melanoma
ACH-002005,3.807354922057604,SKMEL19,Melanoma,Skin,Melanoma
ACH-002011,4.917431755390104,MP46,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002014,4.413458688007979,MEL270,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002015,5.628481994383899,MEL285,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002016,5.709014864903272,MEL290,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002017,3.257010618206024,OMM1,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002018,4.73226919950145,OMM25,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002019,6.088735246190284,HOKUG,Glassy Cell Carcinoma of the Cervix,Cervix,Glassy Cell Carcinoma of the Cervix
ACH-002020,6.061560209107974,SKGIIIA,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-002021,4.759688488427289,T3M3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-002023,4.517275693209582,TGBC18TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma
ACH-002024,3.1076878693143737,ECC4,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002025,5.135042286233651,TT1TKB,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002026,5.92765946070309,HHUA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002027,4.904965718684027,HOUAI,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002029,3.1076878693143737,SAS,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002035,4.155425431747197,LCAM1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002038,2.319039815562536,HSKTC,"Ovarian Cancer, Other",Ovary/Fallopian Tube,"Ovarian Cancer, Other"
ACH-002039,2.792855352362489,PK8,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002040,4.28835856219366,HMVII,Mucosal Melanoma of the Vulva/Vagina,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina
ACH-002041,5.503984703897613,HOTHC,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-002042,4.562547724199122,T3M5,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002043,5.129283016944966,CA922,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002044,4.881175155349276,HSQ89,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002045,2.2720231890610485,HO1U1,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002046,6.528102429302396,HTMMT,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002048,5.295355692891673,RMSYM,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-002051,6.599912842187128,LU134A,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002055,5.057016965365539,TL1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-002059,7.04592343960255,P30OHK,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-002061,2.280956313831056,P2URK562,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-002062,5.869377924031328,SLVL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-002065,5.539779191698494,HSPSS,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002066,5.418527302101609,HSSCH2,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002067,5.765534746362977,NOS1,Osteosarcoma,Bone,Osteosarcoma
ACH-002069,6.452529544677926,HSOS1,Osteosarcoma,Bone,Osteosarcoma
ACH-002070,6.142413437873741,HKBMM,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor
ACH-002077,2.448900951145128,LU165,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002080,5.282439805006387,TN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-002084,5.2660368939953175,MMAC,Melanoma,Skin,Melanoma
ACH-002170,2.4828482830684653,NCIH1688,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002291,3.883620816285671,NTERA2CLD1,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-002446,5.267910280884825,CCLFUPGI0005T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002458,5.524502537449162,HT144SKINFV1,Melanoma,Skin,Melanoma
ACH-002459,4.927422428739871,HT144SKINFV3,Melanoma,Skin,Melanoma
ACH-002460,5.518849828707692,HT144SKINFV2,Melanoma,Skin,Melanoma
ACH-002461,4.3957483281790335,RVH421SKINFV1,Melanoma,Skin,Melanoma
ACH-002462,5.562852959583925,RPE1SS48,Non-Cancerous,Eye,Non-Cancerous
ACH-002463,5.167518503735217,RPE1SS77,Non-Cancerous,Eye,Non-Cancerous
ACH-002464,5.52387555132852,RPE1SS6,Non-Cancerous,Eye,Non-Cancerous
ACH-002465,5.586464525886388,RPE1SS119,Non-Cancerous,Eye,Non-Cancerous
ACH-002466,5.46401472450489,RPE1SS111,Non-Cancerous,Eye,Non-Cancerous
ACH-002467,5.206721357430888,RPE1SS51,Non-Cancerous,Eye,Non-Cancerous
ACH-002471,5.112700132749362,OS052,Osteosarcoma,Bone,Osteosarcoma
ACH-002475,6.052024560482831,HAP1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-002485,5.938285791884053,MAVER1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-002486,6.22573765346606,MESOV,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-002497,1.6780719051126378,NCIH920,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002508,5.794675787986858,WM3211,Melanoma,Skin,Melanoma
ACH-002509,6.561478891501007,WM4235,Melanoma,Skin,Melanoma
ACH-002510,4.663913842115978,M040416,Melanoma,Skin,Melanoma
ACH-002511,5.389910925071665,M140325,Melanoma,Skin,Melanoma
ACH-002512,4.525442506018121,MM160113,Melanoma,Skin,Melanoma
ACH-002522,3.823749360308273,SNU2292,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002523,5.904002316283692,SNU739,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-002524,6.349966746971192,SNU251,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-002526,5.710668699674626,SNU1327,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002531,6.022145842870176,SNU2535,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002533,4.862947248020921,SNU482,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-002535,5.494415610397496,SNU254,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002539,2.405992359675837,SNU1460,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002647,5.596637034102074,CCC5,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-002650,2.2234225499349374,ETCC016,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002654,2.553360503335328,JVE015,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002659,5.9740703670240265,JVE127,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002664,6.557195624528546,JVE253,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002669,3.3362833878644325,KP363T,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002672,5.098453246309274,MAPACHS77,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002680,6.027684876937159,170MGBA,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-002687,4.165911938935689,WM3772F,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002693,4.920293300211007,S462,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002710,4.706530552538117,MPNST724,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002780,5.808385050656093,NCCES1C1,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-002781,5.571676809970931,NCCDCS1C1,Chondrosarcoma,Bone,Chondrosarcoma
ACH-002784,2.1858665453113337,NCCUPS2C1,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-002785,0.8399595874895318,NCCLMS1C1,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-002787,2.3103401206121505,NCCPRMS1C1,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-002799,0.0,NCCMPNST1C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002800,4.512858954449976,NCCMPNST2C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002801,2.541019153133559,NCCMPNST3C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002806,6.458283563635973,TB096,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-002834,0.0,OS384,Osteosarcoma,Bone,Osteosarcoma
ACH-002847,5.334496768390418,YUHOIN,Melanoma,Skin,Melanoma
ACH-002921,6.12391445900198,BCK4,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002922,4.544114402209474,SKNMM,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-002925,4.040892430646901,UPMM3,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002926,5.031659854308054,UPMD1,Ocular Melanoma,Eye,Ocular Melanoma
ACH-003132,5.816343705284859,ABMT0009,Non-Cancerous,Unknown,Non-Cancerous
ACH-003133,5.312882955284356,ABMT0021,Non-Cancerous,Unknown,Non-Cancerous
ACH-003134,3.825785627464792,ABMT0168,Non-Cancerous,Unknown,Non-Cancerous
ACH-003135,5.566206293465506,ABMT0280,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-003136,6.039357765159702,ABMT0023,Non-Cancerous,Unknown,Non-Cancerous
ACH-003138,4.969472864596329,ABMT0292,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-003139,6.928488766025555,ABMT0457,Non-Cancerous,Muscle,Non-Cancerous
ACH-003141,6.352264173258321,ABMT0557,Non-Cancerous,Muscle,Non-Cancerous
ACH-003142,6.520579396289891,ABMT0558,Non-Cancerous,Muscle,Non-Cancerous
ACH-003143,4.695437110405369,ABMT0616,Non-Cancerous,Kidney,Non-Cancerous
ACH-003145,5.152589069287126,ABMT0725,Non-Cancerous,Embryonal,Non-Cancerous
ACH-003147,5.472162803550368,ABMT0732,Non-Cancerous,Unknown,Non-Cancerous
ACH-003148,6.338959175415203,ABMT0781,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-003149,5.382321407114501,ABMT0782,Non-Cancerous,Muscle,Non-Cancerous
ACH-003150,4.861459166361513,ABMT0783,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-003152,4.377123749129487,ABMT0796,Non-Cancerous,Lung,Non-Cancerous
ACH-003153,4.800641097329084,ABMT0794,Non-Cancerous,Lung,Non-Cancerous
ACH-003154,5.391973883060293,ABMT0795,Non-Cancerous,Lung,Non-Cancerous
ACH-003155,5.501120634275387,ABMT0789,Non-Cancerous,Liver,Non-Cancerous
ACH-003156,5.4379600883344725,ABMT0797,Non-Cancerous,Lung,Non-Cancerous
ACH-003157,5.204375511319093,ABMT0822,Non-Cancerous,Lung,Non-Cancerous
ACH-003158,5.088311235888661,ABMT9220,Non-Cancerous,Muscle,Non-Cancerous
ACH-003159,5.659353759170051,ABMT9233,Non-Cancerous,Hair,Non-Cancerous
ACH-003160,5.217230716220669,ABMT9249,Non-Cancerous,Hair,Non-Cancerous
ACH-003161,5.366322214245816,ABMT9430,Non-Cancerous,Pancreas,Non-Cancerous
